169;CHEUNG KONG;ªø¦¿¹ê·~;
12:130;98.750;99.250;98.500;98.750;55000;
12:120;98.750;99.250;98.500;98.750;54000;
12:110;98.750;99.250;98.500;98.750;21000;
12:100;98.750;99.250;98.500;98.750;2000;
12:090;98.750;99.250;98.500;98.750;3000;
12:080;98.750;99.250;98.500;98.750;2548;
12:070;98.750;99.250;98.500;98.750;2000;
12:060;99.000;99.250;98.500;99.000;13000;
12:050;99.000;99.250;98.500;99.000;4000;
12:040;98.750;99.250;98.500;98.750;9000;
12:020;98.750;99.250;98.500;98.750;1000;
12:000;98.750;99.250;98.500;98.750;77000;
11:590;98.750;99.250;98.500;98.750;41000;
11:580;98.750;99.250;98.500;98.750;106000;
11:570;98.500;99.250;98.500;98.500;10000;
11:560;98.500;99.250;98.500;98.500;36000;
11:550;98.750;99.250;98.500;98.750;59000;
11:540;98.500;99.250;98.500;98.500;1000;
11:530;98.500;99.250;98.500;98.500;1000;
11:520;98.750;99.250;98.500;98.750;3720;
11:490;98.500;99.250;98.500;98.500;6000;
11:480;98.500;99.250;98.500;98.500;1000;
11:470;98.500;99.250;98.500;98.500;5000;
11:460;98.500;99.250;98.500;98.500;2000;
11:450;98.500;99.250;98.500;98.500;2000;
11:440;98.750;99.250;98.500;98.750;1000;
11:430;98.500;99.250;98.500;98.500;1274;
11:410;98.750;99.250;98.500;98.750;10000;
11:400;98.750;99.250;98.500;98.750;7000;
11:390;98.750;99.250;98.500;98.750;16000;
11:380;98.750;99.250;98.500;98.750;25000;
11:370;98.750;99.250;98.500;98.750;36000;
11:360;98.750;99.250;98.500;98.750;28000;
11:350;98.750;99.250;98.500;98.750;59000;
11:340;98.750;99.250;98.500;98.750;49000;
11:330;98.500;99.250;98.500;98.500;4000;
11:320;98.500;99.250;98.500;98.500;44000;
11:310;98.500;99.250;98.500;98.500;58000;
11:300;98.500;99.250;98.500;98.500;119000;
11:290;98.500;99.250;98.500;98.500;181000;
11:280;98.500;99.250;98.500;98.500;14000;
11:270;98.500;99.250;98.500;98.500;24000;
11:260;98.500;99.250;98.500;98.500;17000;
11:250;98.500;99.250;98.500;98.500;15000;
11:240;98.500;99.250;98.500;98.500;2000;
11:230;98.500;99.250;98.500;98.500;1000;
11:210;98.500;99.250;98.500;98.500;1000;
11:200;98.500;99.250;98.500;98.500;1000;
11:180;98.500;99.250;98.500;98.500;10000;
11:170;98.750;99.250;98.500;98.750;178000;
11:150;98.500;99.250;98.500;98.500;7000;
11:140;98.500;99.250;98.500;98.500;55000;
11:130;98.500;99.250;98.500;98.500;53000;
11:120;98.500;99.250;98.500;98.500;28000;
11:110;98.500;99.250;98.500;98.500;31000;
11:100;98.500;99.250;98.500;98.500;1000;
11:090;98.750;99.250;98.750;98.750;110000;
11:080;98.750;99.250;98.750;98.750;2000;
11:070;98.750;98.750;98.750;98.750;6000;
11:040;98.750;99.000;98.750;98.750;2000;
11:030;99.000;99.000;99.000;99.000;37000;
11:020;99.000;99.000;99.000;99.000;2000;
11:000;99.000;99.250;99.000;99.000;63000;
10:590;99.000;99.250;99.000;99.000;5000;
10:580;99.000;99.000;99.000;99.000;111000;
10:570;99.000;0.000;0.000;99.000;1000;
10:540;99.000;99.000;99.000;99.000;11000;
10:380;99.000;99.250;99.000;99.000;12000;
10:370;99.000;99.000;99.000;99.000;8000;
10:360;99.000;99.000;99.000;99.000;18000;
10:350;99.000;99.000;99.000;99.000;2000;
10:340;99.250;99.250;98.750;99.250;3000;
10:330;99.000;99.250;98.750;99.000;1000;
10:320;99.000;99.250;98.750;99.000;3000;
10:310;99.000;99.250;98.750;99.000;26000;
10:300;99.000;99.250;98.750;99.000;76000;
10:290;99.250;99.250;98.750;99.250;4000;
10:280;99.000;99.250;98.750;99.000;53000;
10:270;99.000;99.250;98.750;99.000;61000;
10:260;99.000;99.250;99.000;99.000;81000;
10:250;99.000;99.000;99.000;99.000;10000;
10:240;99.000;99.000;99.000;99.000;2000;
